!", 7
!". 6
!), 2
!)_ 4
!,_ 7
!-. 2
!-_ 5
!._ 13
!_' 2
!_( 3
!_- 3
!__ 1
!_a 3
!_c 1
!_e 2
!_l 3
!_m 2
!_n 2
!_p 1
!_r 2
!_s 1
!_t 1
!_u 1
!_y 3
!_¡ 3
"(p 1
"), 4
"). 3
"); 1
")_ 3
",_ 1640
"-, 3
"-; 1
"-_ 9
".. 2
"._ 1521
"29 1
"40 1
":_ 1
";_ 5
"?. 1
"?_ 1
"_" 1
"_( 24
"_- 6
"_. 1
"__ 2
"_a 112
"_b 6
"_c 62
"_d 270
"_e 197
"_f 12
"_g 6
"_h 15
"_i 12
"_j 2
"_k 1
"_l 72
"_m 13
"_n 9
"_o 14
"_p 179
"_q 112
"_r 15
"_s 54
"_t 15
"_u 5
"_v 7
"_y 247
"a" 1
"a_ 47
"ab 15
"ac 32
"ad 11
"af 2
"ag 10
"ah 16
"ai 3
"aj 1
"ak 1
"al 54
"am 5
"an 19
"ap 10
"aq 9
"ar 7
"as 17
"at 7
"au 18
"av 6
"ay 6
"añ 2
"aú 7
"ba 20
"be 7
"bi 7
"bm 1
"bo 4
"br 9
"bu 9
"by 1
"bá 1
"bú 2
"c- 1
"ca 64
"ce 3
"ch 10
"ci 13
"cl 11
"co 174
"cr 33
"cu 46
"có 3
"cú 1
"da 6
"de 146
"di 23
"do 16
"dr 3
"du 11
"dé 2
"dí 2
"e" 2
"e. 1
"ec 5
"ef 1
"eg 1
"ej 3
"el 219
"em 8
"en 127
"ep 1
"eq 4
"er 17
"es 303
"et 7
"eu 9
"ev 7
"ex 24
"fa 18
"fe 4
"fi 5
"fl 3
"fo 6
"fr 5
"fu 23
"ga 13
"ge 6
"gi 1
"go 12
"gr 27
"gu 10
"gé 1
"h" 1
"ha 120
"he 30
"hi 6
"hm 1
"ho 16
"hu 5
"ib 2
"id 3
"ig 2
"il 4
"im 19
"in 70
"ir 14
"is 3
"ja 6
"je 2
"jo 7
"ju 14
"ka 6
"kl 1
"ku 24
"la 270
"lc 1
"le 22
"li 11
"ll 7
"lo 115
